pi,mu,tau
0.11041888481953381,12.32428323505602,3.278082271501224
0.9093374867257772,12.51315595377777,7.251946269158799
0.9063971173363794,12.396178128614123,7.193569656967594
0.986596480442722,12.62984201811903,9.451986955020802
0.1472752860909416,10.463781289109441,2.8027565190311163
0.8646948601896531,12.775198594071544,7.074188835209073
0.9163759127328163,12.580654506642635,7.543213458569793
0.3477830406932378,10.83985050486615,4.228544632651174
0.4414977631403728,10.494124926138493,4.186009825261684
0.263668947246848,11.33783605591682,4.410852788316004
0.965188261168598,12.832258081388265,8.872120307544458
0.564505586377255,11.246256616590175,5.175876463916493
0.2767545882548076,11.299036353646063,3.8596139993463496
0.58019000082828,11.139208254379497,4.8375001816332714
0.5190407612815893,15.23263224218778,5.68266862799375
0.9472383997168724,13.048028590999106,6.647055442073263
0.9390272181131643,12.210647625051493,7.503126899277867
0.8877798582658465,11.55668050817513,6.758773890388811
0.38558462039642777,11.313265400380171,4.656144239075825
0.1791232716336113,13.228272268538149,3.7543297296574876
0.8021715933993729,13.358971110398238,6.265233859794594
0.5146842618381559,11.284048024560152,5.031353843020549
0.9090319704360706,12.832084922993658,6.6226372473799335
0.1819994074866146,10.97261961249452,3.434088782656388
0.5973430945289561,12.225797481912293,5.475674277635918
0.9712677467245316,12.176691006589591,8.286090426555647
0.7692421270361974,13.124046639096262,6.573532668606289
0.2624753795909916,10.871590719249875,3.8818306134746803
0.3060360106346721,10.271166869692909,3.6319920990562102
0.5378800402883638,13.472487637242843,5.6814840458971485
0.6338227660257728,13.374208524394636,5.941492750701935
0.07056585939229156,10.601620078577273,3.8398767310485487
0.09662168721329421,10.863379164480254,3.1571998019598544
0.25073667421766566,12.684689473478485,4.123331724662291
0.26053747942363253,8.59865353999006,3.661463425814992
0.45855690127205784,12.05285946111912,5.0461318443193495
0.35419345185863627,11.324499153982737,4.369395460305191
0.9175285465290224,11.94478859646144,7.296201310182307
0.8514221042347214,12.403629614932864,6.9191791199917585
0.7572865948223563,11.98578304292396,6.001243374613433
0.04626904637371292,10.325509891410187,1.4818599602920732
0.300118721097618,10.112872058536745,3.8445169445080403
0.7236824125686604,14.775633232382031,5.542906488939483
0.15363396779463454,11.33228803226437,3.629736252980378
0.8385015066650366,13.317534808163694,6.733971888803201
0.4566925470374353,12.11508275906754,4.628151512010721
0.5088573103087777,10.941672675482026,4.7765905260937265
0.1649500928072737,10.735497931467199,3.3209065711531203
0.6222220850480169,12.88641023978284,5.2361916356312515
0.022512186651170395,11.375157630067996,1.7457027724921799
0.1193432374652892,12.162509884076536,3.2242507803780898
0.6920383214035284,13.369144257185116,5.7288438646087405
0.1338929157480549,11.100700264098185,3.5453797329257366
0.05833626872080391,9.049645171179934,2.434083749285788
0.8452987423998861,12.976604451009733,6.895395786339559
0.8056381755594565,11.934729627072818,6.339827860807149
0.47053366512529254,11.214084169107648,5.2495359444953005
0.9847764936550591,14.577778550731383,8.799727041148694
0.7616213726360102,13.921968223229312,6.4935745831114735
0.027054345731588474,9.887943585140246,1.4099034961341466
0.8185618440428839,13.147663603090589,6.040657815765125
0.8347553783821838,12.639035891326785,6.875288625079503
0.8887173911877762,12.296484360313798,7.119144512513095
0.9714881178728471,13.836474066313013,7.7657999565229465
0.26806165827979506,10.44350821688579,4.090396282328303
0.4538196107333959,11.697389585479165,4.9325634051337515
0.5986720867882557,10.622325172062206,5.375921430430032
0.18008326271112532,10.358321864031655,4.149200830584898
0.45326032068767963,10.388191084048305,4.829432607366982
0.9063145923215516,12.462084843032214,7.274111333929142
0.1606199219820112,10.637130891501247,4.122642670357678
0.5577161869240059,10.008650198875198,5.133582219010299
0.985745772431807,13.60696839624968,8.925101251324474
0.5330138426302123,12.68682838422756,5.543338544039861
0.20796736622694553,9.806091782192615,3.5308789132805547
0.21173513707905675,11.202969275693087,3.9105328103066475
0.008799603191313187,9.885630182721815,0.7364249703041847
0.9087601294328407,13.65728405305376,7.213788065424459
0.41951333971921273,11.989366051435344,4.255167666197318
0.7071542788729352,11.669286921548867,5.631558206837717
0.0018561264176181604,10.66977057468392,-0.6565901850165283
0.9582294932278266,13.271035391035,8.43683669796969
0.37192967194060134,9.438818226486527,4.104525304780465
0.7386783473741944,11.376106035519141,5.5177756799142434
0.405830877728683,13.055951073122166,4.9290915942303455
0.9294047565120087,12.37812646438616,7.694629878521457
0.8570705451009895,13.336420715218347,6.889105087341221
0.8715759383751466,11.842242847567633,6.092393075499828
0.6646614210080274,12.262950500841908,5.8090813860199075
0.30790741938879224,12.736486650149164,4.529647380917286
0.7855039538745409,11.950652982301754,5.87128456983782
0.1581730936351531,10.136029879663024,4.227118195142317
0.061759713424931494,10.445544618299133,3.131569629548283
0.9745522910056802,13.639439869620267,9.204783783158643
0.009220909790345523,9.348685144071402,0.7496875795348346
0.5305645356719009,10.450843531196634,4.756861106657142
0.7593518044099479,12.116620537172942,6.544544067735069
0.13643422396136504,9.950780301836435,2.64603073183778
0.6075894122677773,10.174681483034862,5.230350617155329
