pi,mu,tau
0.015877522164254778,10.51569989273579,1.7456964531309778
0.1346550685264844,8.679230904352895,2.850295233744921
0.7128706858026184,12.664003213541008,6.137928191930241
0.5923726054284956,13.451965979168945,5.348332163477675
0.5398499650837376,11.01154090215304,4.878591064223044
0.5784459175391697,10.94643422947145,4.282360920913163
0.17614210230647562,11.589239318751916,3.8251574917402036
0.7026578080376183,11.168568600772161,5.92801217193885
0.0409602693667954,11.561506832769412,1.633121725075456
0.9064671203247222,13.099629559802974,7.388282337631639
0.07245078684873818,12.51032369180445,2.7314378065228544
0.6686669076398006,12.5421985996288,5.552372069099719
0.47852231247125404,12.109610067698588,5.831698154707334
0.12821822830710217,11.144550998208992,3.2686068836667936
0.8976751312847766,10.970768208565564,6.930089285060701
0.7303723143328567,12.76978625974916,5.657145113701895
0.030143219391404616,11.694594316784183,1.711244076011416
0.10736366228850923,10.866558443542258,2.4033919843225315
0.33665677295573004,12.147094776715763,4.473418275459059
0.10701071385342845,11.66228518341585,3.219829847550779
0.2067260813605816,10.998261133064288,3.280912131310406
0.14466982267708464,10.241093147388185,2.8780547538508525
0.39550311398954585,12.643322009827084,4.664149431254885
0.8409781958608704,10.996120254279576,6.642190455910896
0.15806391493528527,12.161424656526748,3.0104873669363457
0.8710703174903677,12.13040029765246,6.863673156355181
0.10701523415546757,10.26115619628285,3.080371203118547
0.5421079472675613,9.691344751613762,4.551840524933786
0.7203314253765639,12.336702347890627,5.89372550986248
0.3399323413096437,13.7680756761949,5.34495724836324
0.6695401427439546,11.203305964366676,5.598616745042594
0.16568941335385576,9.689167281748885,3.063546867816347
0.8711087082097723,12.658722225776613,6.987602058263961
0.8370441663626588,11.71402913421595,5.738843222885401
0.20910970802025497,11.982687394558145,4.281542432947152
0.6677497848806466,10.372500880585505,5.9933649429604285
0.19347747275928498,8.599535886622105,3.5037066584192225
0.14885525281926912,11.303882124455782,3.5531127676140883
0.31731235207473274,10.63835360635165,4.092718349144145
0.9327437116336856,13.649852173788492,7.601383342849783
0.5498937916613633,10.963142972014142,5.420904212755638
0.7161674455731669,10.795416259057271,5.975892895903115
0.517506799322307,11.089954486227642,5.292602971192571
0.18197958133031467,10.971027114157442,4.907866417510756
0.9284470668649574,14.309589412204744,7.170966020823025
0.25390449381845315,12.00609941635012,4.125250379405989
0.3926452557061315,12.276075099751786,5.3385963913155425
0.8999807110796274,13.151735565200212,6.72224327167122
0.8406451043770597,11.899516137846442,6.147097452454375
0.22490668364311908,10.123090610584356,3.3426445718530178
0.5784995366645063,12.253162000848858,4.586259809217586
0.8539698659563847,12.32797269747446,6.330055413893725
0.5277519499284766,11.869641803644303,5.60166608537527
0.2644721022401986,13.16334222829598,4.83636085118106
0.17824116703543444,9.530069918154457,3.307832911253076
0.08892918733579977,11.519332218817585,1.8274005495618737
0.6367922412629616,12.62400259612985,5.350253115043969
0.6489922736734081,12.529044732541486,6.260365547934152
0.6462046168775829,10.62775691183483,5.13139984181481
0.026956377193688624,9.173682053982633,1.7363893638581496
0.14180634406059353,9.911876076815943,3.762653522091667
0.7232605404162042,11.616199953248442,5.213651489642445
0.22685916400262443,11.879082531778627,4.444531392497679
0.2531349563887062,9.995794816129518,3.859188531173232
0.6673280072345718,11.04548585563657,5.803408986577191
0.005021911491475804,8.713193277035861,0.08843875167042775
0.004955911179314508,8.265674687754242,-0.4358297650075681
0.3227059446959162,11.305108395989265,3.807168515742404
0.7449131796053523,12.753084781412353,6.285047070411014
0.5577232769969953,12.79029943735942,4.937303315528758
0.3825270786511749,10.351419662954887,4.104331885442569
0.7701516809119671,11.565635620830937,6.581146262971628
0.9210463945326136,12.955427866988165,7.548100220157787
0.12049415244619346,10.84500801512467,3.0177278477866376
0.10021399745943675,11.185609498231985,2.5805516000763347
0.405763445089747,11.911421156932278,4.688067963453237
0.08916500560468628,10.89984494640044,2.578280563480938
0.7967656396318552,11.578099424593658,6.455094780763187
0.10741479722312164,9.947517912481226,2.384945317532247
0.772172791328166,13.142912670965055,6.557928697400412
0.09218916968094876,10.482917455994933,3.3472999277197424
0.7473349739207188,14.08592878582852,6.12619486916149
0.9243415334157515,13.372265084886184,7.531160653578539
0.7902992122489483,14.039508035534329,6.380013835783177
0.19433377805639995,11.242181542858242,3.3152681957000283
0.09595259965147908,11.030186097442648,3.542852445430559
0.08863447610658957,9.476538968709503,2.6417490571483793
0.33955376548503535,11.725427996703456,4.074236845361602
0.6939818428922762,10.783100459761553,5.6844841906982975
0.5085890579083259,10.625275787283131,4.730605734604351
0.14638757787119053,12.362048014866332,3.3435766804724754
0.4330601440322117,11.709519368045889,4.744364600066141
0.8344549539956149,11.508533526681033,6.946227108859358
0.4776176777424903,12.128368679420769,5.2465585299443545
0.8466173154342866,12.40445319262033,7.197663809471097
0.3555545266147626,10.789613487067564,3.170712218731998
0.23021962354236739,10.307797073980355,4.991190326570268
0.3278952408967775,12.488942341757268,3.027267302621844
0.643475699269928,12.757567766207352,5.6779962068030185
0.269730166681987,10.925693874814092,4.205726875871609
0.5816623579715092,12.47842098702046,5.923431270052597
0.9259107039170256,12.69643092269194,7.480281085980041
0.3257428695795212,11.50271707717648,4.120645789504273
0.9150159170954381,14.044225682256988,7.987322478046128
0.2358397664236468,11.131118431058102,3.989798186094193
0.5478689757739216,11.664975249886217,4.7075602189991095
0.659512835358886,12.857946607664655,6.068979247035947
0.7916679577874224,12.429413444002082,6.154092820727256
0.33334839266481775,15.038805912390242,4.755347819051454
0.9794984490752253,13.255055289201742,8.032323011424284
0.24144544004701327,9.560068081516867,4.777216308576343
0.5195695045357795,11.716708400337067,5.2161438214830245
0.6146883665388928,13.280209924779408,5.810531244089615
0.23127633869735148,9.375152037184831,4.111962382470153
0.07638901368011296,11.226247994845174,3.009280057964803
0.07007702464897889,9.456852151800073,2.7166649026090086
0.1088909011793766,9.890858687440858,2.6405756263664384
0.773349615701795,12.116929731817116,6.420199902716689
0.46742774952261273,9.765550540059062,4.747399776837183
0.45811140847944,11.557037157299982,4.738976662191737
0.6688046996104087,11.963924950306877,5.4615189439107406
0.9613428833570501,14.829374415181405,8.14060042852059
0.6803823215062302,10.588966617887895,5.5523677707837935
0.1874615778418204,11.380916193309076,3.5084058736462684
0.00791191312940991,8.723343240412891,-0.3973081044650819
0.21743623563039968,9.908329054749942,3.874886612097098
0.5361973402809406,9.995260250078106,5.066516654585902
0.9251713743976662,12.899729521745833,8.481837567370842
0.2759794963606709,10.726304435709341,3.8636576679647936
0.09929155269040953,11.039411039952876,2.6097835126581668
0.1231297375059968,13.566253490586433,3.5070850982790693
0.3001239326341069,11.63634151367468,4.456120008045679
0.5618052497263083,11.501071511725973,5.404618791445276
0.10947809224055982,9.744318599449702,3.1348095245618617
0.23698433568325059,12.864978368138434,3.7929727149240025
0.3398197834898894,12.052388096878918,4.326385370761581
0.7301978948184046,12.827993002113832,6.744833434127261
0.3453596561689799,10.848931823056091,4.621633727160638
0.3308827827907745,11.521253926304546,4.33726099005121
0.17950459324135315,12.350758811994643,3.8548237746707033
0.6279091505944534,10.73574700172071,5.596918584464655
0.6481254238493438,13.74872133038288,6.16570884701707
0.19572233602942948,10.524136257715478,2.813503592449072
0.8447621900871743,12.451063751533791,7.040908126500925
0.492978953491675,12.750895699637468,5.054004607708958
0.738195162841668,11.116802282837464,5.871438666690571
0.6375540134886037,11.794431741373662,5.985983209625339
0.644908731652817,13.874735324481145,5.943182781508117
0.5113449341411648,11.0337477117846,4.903893648193766
0.8840143413512579,11.98238024220594,6.730393632101126
0.15887757377987374,11.095313050663975,3.360484550459541
0.7801842099287704,13.396198047540711,6.794507150646133
0.7927938333353013,12.443419110004884,6.338535809691212
0.4490015573379341,9.055812576243044,4.163570974565402
0.8676100829199115,12.39445097760618,6.923374912863743
0.6800887957899419,10.635441146070935,5.84437067450514
0.6331047698671787,11.497430993843855,5.102933195045983
0.33662447014100677,11.314153856174853,4.424933336820981
0.13520723288246853,11.110273693083542,3.152883255735145
0.553761208112797,12.153184661914558,5.35310923927
0.32529416424264695,11.173141634262528,4.7868914172384756
0.41723732241418354,11.560346153555214,4.573608340468588
