X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,T,Y
0.03379570431951062,1.9513089572035116,1.8481100928493532,-0.2918172976880229,0.5793532271024205,-1.0061042093966002,-0.7679504183820365,-0.8864089320683208,-2.541374730648036,0.21422606168147695,1.0,22.32029027657965
2.438405988891684,-0.995797974845746,1.3025374848809683,0.5370415147425514,-1.2546333879511309,-1.5019560865157822,-2.0960265018138857,-0.6294640255804733,0.46049988976263356,-2.644481846391903,1.0,15.025296278914764
-1.3333746562071545,-0.309295798572801,0.21195701354901236,1.145797938707147,-1.0031599492060943,-1.41843908471873,-0.7672758111529652,-0.00659459685525926,1.1629320266727448,0.4637352614824732,0.0,9.283450003793423
-0.2772586039095598,-1.3491949466423057,-2.0767576435017805,1.754496270305881,-0.6568253713373828,-0.2839993760477327,1.0204280839968922,0.9569374633292723,-0.48699831308711944,-0.08844356458207481,0.0,11.939556455355438
-1.741456538676666,0.07723877718381222,-0.04160095222386806,1.0437020964585226,-0.6350231841647916,-0.01774211084500732,-1.4856511455854746,0.9461387440877069,1.8556613600859129,0.3844826977554129,0.0,11.406707262533688
-1.0445025161591994,1.105133773308437,0.3410816096420415,0.21519216198210284,-0.11453412672954,-1.3929986651284367,-0.5581855849300177,0.5867295289007646,0.26679289198252276,0.8516447820391627,1.0,17.50883764594761
-1.4633735856678451,0.1289457006287822,-0.46711072349359656,-0.994529571723642,1.5304421099759418,0.10886427434396712,-0.7392448875323854,-0.24804014599323135,-0.04176752667293246,-0.4399792378414899,1.0,17.155159486236464
0.7741842345127331,-2.3864080516971646,-0.9798136707372174,0.691631666140607,0.12574586505579838,1.8787168953847526,0.8070405180902966,-0.12368561204139984,-0.22434543257655526,2.4857114967374554,0.0,12.114563822652213
-0.2978226466566638,0.8069718172725102,-0.700818171361477,1.4890624835172903,-0.11535262520669382,-1.2575559094934365,0.7152356973372958,-0.5762052951721455,0.26071774681398296,-1.0609444197124933,0.0,12.287192973767127
0.04086268921324254,1.3997179750135684,0.33867849233393565,0.47781400806437335,-0.907031659153558,-0.7054383030006685,-0.06324036495704966,0.6188151861382429,2.070412875406926,-0.9455994049113499,0.0,10.335888001304886
-0.560056320785264,-1.0995843053674688,-1.7738666994080368,-0.164407534172467,-0.14761858267828631,0.8285651632276909,0.5293695997833883,-0.7855712253038347,1.0290113807425587,2.2776869598619927,0.0,11.747012391876565
1.419810933525136,-1.2749914103840116,0.8015270990225631,0.2274561304446599,-0.05280587535109171,0.20337087605838577,0.4242825313656618,-0.8220207089710534,-1.126223554814446,-1.3903118439039561,0.0,11.056628142483461
-1.1206419277257553,0.5896891251369601,0.27640259158821034,-0.9237546191792181,0.681780921020946,0.3848416014769226,0.7341168299083551,-0.6636705555280045,-1.2824426427619988,-0.08282197832491134,1.0,16.959671394516878
-0.09583382554838743,-0.7117019872655472,-1.4420503641962146,-1.4337644140371477,0.7973374851227062,2.301564921167451,1.580520878577521,-0.11906109792122538,-1.1045119106425458,1.124441049780217,0.0,11.757252971965194
-0.15329460868632053,-0.13867462776546602,-0.4392903682995206,1.123939830162044,-1.4165684017040387,-0.30973153568511474,-0.8077068216882322,0.4725708953634537,1.6800858860327872,0.7808595943172096,0.0,9.673762859313756
0.8938411996409001,-2.066141057836221,0.7461560643508736,-1.6088108058000756,-0.5781271355648757,0.48990127646172243,-0.7408132269780023,-0.9250406227739012,-2.841401722387569,0.2394523433048182,0.0,8.130117758757391
1.136452507918308,-1.3229656810580268,-0.8888542940985436,1.680668867674075,-0.4950793077558575,-1.0045437005420021,-1.0365067066909666,-0.1497796546100062,0.3527567271846045,-1.5558168906485603,1.0,16.364525594469313
1.0294244680105442,0.5851453840052471,-0.33487149536082556,-0.7907711242739752,1.1716821950195624,1.2876331288883436,1.97287475332347,1.1466536337066986,1.496904788241223,0.2550557709143051,1.0,18.470293667964597
-0.16911033145378984,-1.0222828840657563,0.3204959663156863,-0.015961137616589044,0.10685958296722295,0.6347211074577122,-0.6250602040679849,0.4157641413494901,0.29847538391204886,0.6372374200996829,0.0,12.485767316790906
-1.9179281751001003,1.9876150294972958,0.2563895573174215,0.2418732489684743,1.1523440892764203,-0.5516129822404111,-1.0024838624134884,-0.4146274001147571,0.7689827152135509,0.26731350652090025,1.0,20.562454472748968
1.7638130934167549,0.5432916544310117,-0.27897195615463893,0.586418524388785,-1.8418887303552405,-1.6042108857986572,-1.102516302718908,0.7561649030274294,0.9751194618027124,-2.525428397238211,0.0,9.673360388572947
